chr_window	start	stop	ADref	ADalt	DP	nbSNP_Aref	nbSNP_Aalt	tot_snps
Chr3_1991	9950001	9960000	303	193	496	68	65	71
Chr3_1992	9955001	9965000	178	80	258	33	30	34
Chr3_1993	9960001	9970000	130	145	275	38	38	39
Chr3_1994	9965001	9975000	366	338	704	104	106	106
Chr3_1995	9970001	9980000	343	255	598	94	90	95
Chr3_1996	9975001	9985000	113	101	214	31	28	33
Chr3_1997	9980001	9990000	28	62	90	13	17	18
Chr3_1998	9985001	9995000	21	21	42	9	10	12
Chr3_1999	9990001	10000000	47	48	95	11	12	13
Chr3_2000	9995001	10005000	48	51	99	12	14	14
Chr3_2001	10000001	10010000	24	22	46	8	10	10
Chr3_2002	10005001	10015000	32	34	66	14	15	16
Chr3_2003	10010001	10020000	145	81	226	38	30	38
Chr3_2004	10015001	10025000	187	116	303	48	39	48
Chr3_2005	10020001	10030000	84	66	150	29	24	29
Chr3_2006	10025001	10035000	168	93	261	39	29	44
Chr3_2007	10030001	10040000	168	104	272	39	31	44
Chr3_2008	10035001	10045000	31	21	52	10	9	10
Chr3_2009	10040001	10050000	37	34	71	10	12	13
Chr3_2010	10045001	10055000	53	61	114	21	22	24
Chr3_2011	10050001	10060000	59	58	117	23	21	23
Chr3_2012	10055001	10065000	105	125	230	26	25	27
Chr3_2013	10060001	10070000	117	161	278	27	28	29
Chr3_2014	10065001	10075000	66	80	146	16	16	17
Chr3_2015	10070001	10080000	47	33	80	11	12	13
Chr3_2016	10075001	10085000	47	26	73	10	11	12
Chr3_2017	10080001	10090000	49	35	84	13	13	14
Chr3_2018	10085001	10095000	73	60	133	21	22	23
Chr3_2019	10090001	10100000	65	56	121	21	19	22
Chr3_2020	10095001	10105000	95	79	174	30	26	31
Chr3_2021	10100001	10110000	124	69	193	33	26	34
Chr3_2022	10105001	10115000	82	34	116	22	16	22
Chr3_2023	10110001	10120000	45	35	80	15	15	16
Chr3_2024	10115001	10125000	24	28	52	9	11	12
Chr3_2025	10120001	10130000	119	113	232	47	50	55
Chr3_2026	10125001	10135000	247	201	448	86	82	93
Chr3_2027	10130001	10140000	173	139	312	60	55	63
Chr3_2028	10135001	10145000	123	111	234	41	38	43
Chr3_2029	10140001	10150000	273	341	614	87	83	92
Chr3_2030	10145001	10155000	406	551	957	143	139	149
Chr3_2031	10150001	10160000	278	332	610	91	87	93
Chr3_2032	10155001	10165000	73	70	143	18	18	20
Chr3_2033	10160001	10170000	96	131	227	25	25	26
Chr3_2034	10165001	10175000	256	229	485	65	65	65
Chr3_2035	10170001	10180000	386	253	639	103	100	106
Chr3_2036	10175001	10185000	288	237	525	78	76	82
Chr3_2037	10180001	10190000	139	152	291	36	37	37
Chr3_2038	10185001	10195000	191	169	360	50	54	54
Chr3_2039	10190001	10200000	316	339	655	104	112	116
Chr3_2040	10195001	10205000	352	310	662	95	95	103
Chr3_2041	10200001	10210000	275	186	461	59	52	60
Chr3_2042	10205001	10215000	191	156	347	58	60	70
Chr3_2043	10210001	10220000	85	66	151	27	32	38
Chr3_2044	10215001	10225000	50	47	97	19	20	22
Chr3_2045	10220001	10230000	59	53	112	22	23	25
Chr3_2046	10225001	10235000	92	57	149	24	22	24
Chr3_2047	10230001	10240000	109	79	188	29	26	29
Chr3_2048	10235001	10245000	63	70	133	21	19	21
Chr3_2049	10240001	10250000	45	41	86	13	12	13
Chr3_2050	10245001	10255000	9	3	12	1	1	1
Chr3_2051	10250001	10260000	2	1	3	1	1	1
Chr3_2052	10255001	10265000	9	10	19	3	3	3
Chr3_2053	10260001	10270000	12	11	23	4	4	4
Chr3_2054	10265001	10275000	5	2	7	2	2	2
Chr3_2055	10270001	10280000	0	0	0	0	0	0
Chr3_2056	10275001	10285000	17	4	21	3	1	3
Chr3_2057	10280001	10290000	32	12	44	7	5	7
Chr3_2058	10285001	10295000	37	27	64	10	10	10
Chr3_2059	10290001	10300000	55	41	96	19	18	19
Chr3_2060	10295001	10305000	136	118	254	46	49	50
Chr3_2061	10300001	10310000	154	121	275	43	44	47
Chr3_2062	10305001	10315000	96	64	160	18	15	18
Chr3_2063	10310001	10320000	69	58	127	20	19	20
Chr3_2064	10315001	10325000	79	46	125	27	19	27
Chr3_2065	10320001	10330000	84	56	140	26	19	26
Chr3_2066	10325001	10335000	39	36	75	15	15	15
Chr3_2067	10330001	10340000	20	19	39	7	8	9
Chr3_2068	10335001	10345000	10	12	22	3	4	5
Chr3_2069	10340001	10350000	31	34	65	11	11	11
Chr3_2070	10345001	10355000	56	58	114	18	18	18
Chr3_2071	10350001	10360000	97	106	203	32	32	33
Chr3_2072	10355001	10365000	181	242	423	56	58	60
Chr3_2073	10360001	10370000	302	337	639	81	88	90
Chr3_2074	10365001	10375000	255	232	487	67	72	75
Chr3_2075	10370001	10380000	214	234	448	62	66	69
Chr3_2076	10375001	10385000	268	242	510	82	76	88
Chr3_2077	10380001	10390000	160	116	276	57	43	59
Chr3_2078	10385001	10395000	70	107	177	32	29	34
Chr3_2079	10390001	10400000	26	54	80	12	13	13
Chr3_2080	10395001	10405000	0	0	0	0	0	0
Chr3_2081	10400001	10410000	21	22	43	9	8	10
Chr3_2082	10405001	10415000	53	59	112	17	17	19
Chr3_2083	10410001	10420000	60	73	133	18	19	19
Chr3_2084	10415001	10425000	36	56	92	14	15	15
Chr3_2085	10420001	10430000	20	33	53	8	9	9
Chr3_2086	10425001	10435000	48	82	130	25	25	27
Chr3_2087	10430001	10440000	196	205	401	88	78	96
Chr3_2088	10435001	10445000	230	191	421	82	72	88
Chr3_2089	10440001	10450000	73	60	133	16	16	16
Chr3_2090	10445001	10455000	90	54	144	20	16	20
Chr3_2091	10450001	10460000	165	128	293	42	39	46
Chr3_2092	10455001	10465000	185	157	342	53	50	58
Chr3_2093	10460001	10470000	158	121	279	42	38	43
Chr3_2094	10465001	10475000	181	119	300	49	43	49
Chr3_2095	10470001	10480000	133	78	211	38	32	38
Chr3_2096	10475001	10485000	3	12	15	1	3	3
Chr3_2097	10480001	10490000	203	272	475	81	78	87
Chr3_2098	10485001	10495000	342	411	753	125	119	129
Chr3_2099	10490001	10500000	139	149	288	44	43	44
Chr3_2100	10495001	10505000	151	242	393	44	42	45
Chr3_2101	10500001	10510000	208	327	535	77	71	80
Chr3_2102	10505001	10515000	132	212	344	71	70	80
Chr3_2103	10510001	10520000	138	190	328	55	58	62
Chr3_2104	10515001	10525000	86	95	181	27	27	27
Chr3_2105	10520001	10530000	143	118	261	33	39	39
Chr3_2106	10525001	10535000	177	170	347	56	58	65
Chr3_2107	10530001	10540000	104	122	226	48	44	51
Chr3_2108	10535001	10545000	85	84	169	26	29	29
Chr3_2109	10540001	10550000	42	63	105	12	15	15
Chr3_2110	10545001	10555000	24	35	59	7	7	7
Chr3_2111	10550001	10560000	20	18	38	6	6	6
Chr3_2112	10555001	10565000	1	0	1	2	0	2
Chr3_2113	10560001	10570000	1	0	1	2	0	2
Chr3_2114	10565001	10575000	0	0	0	0	0	0
Chr3_2115	10570001	10580000	25	31	56	11	9	11
Chr3_2116	10575001	10585000	58	64	122	24	24	28
Chr3_2117	10580001	10590000	141	136	277	47	49	52
Chr3_2118	10585001	10595000	216	175	391	66	65	68
Chr3_2119	10590001	10600000	132	86	218	38	36	40
Chr3_2120	10595001	10605000	175	191	366	40	39	41
Chr3_2121	10600001	10610000	177	189	366	39	38	39
Chr3_2122	10605001	10615000	225	125	350	57	49	57
Chr3_2123	10610001	10620000	317	192	509	75	69	76
Chr3_2124	10615001	10625000	157	140	297	39	40	42
Chr3_2125	10620001	10630000	93	118	211	39	36	41
Chr3_2126	10625001	10635000	211	180	391	73	71	79
Chr3_2127	10630001	10640000	408	295	703	114	111	121
Chr3_2128	10635001	10645000	319	235	554	79	75	80
Chr3_2129	10640001	10650000	149	151	300	41	41	43
Chr3_2130	10645001	10655000	231	210	441	67	66	69
Chr3_2131	10650001	10660000	211	152	363	55	51	56
Chr3_2132	10655001	10665000	176	93	269	39	27	41
Chr3_2133	10660001	10670000	145	88	233	35	26	38
Chr3_2134	10665001	10675000	42	33	75	13	13	15
Chr3_2135	10670001	10680000	56	68	124	17	16	17
Chr3_2136	10675001	10685000	63	75	138	20	19	20
Chr3_2137	10680001	10690000	97	77	174	44	38	49
Chr3_2138	10685001	10695000	212	243	455	80	82	93
Chr3_2139	10690001	10700000	222	246	468	76	79	84
Chr3_2140	10695001	10705000	224	157	381	53	48	53
Chr3_2141	10700001	10710000	179	148	327	32	33	33
Chr3_2142	10705001	10715000	80	104	184	24	26	30
Chr3_2143	10710001	10720000	206	95	301	40	29	46
Chr3_2144	10715001	10725000	252	105	357	58	41	61
Chr3_2145	10720001	10730000	160	90	250	49	43	52
Chr3_2146	10725001	10735000	100	60	160	30	27	31
Chr3_2147	10730001	10740000	58	51	109	21	17	22
Chr3_2148	10735001	10745000	50	50	100	18	17	23
Chr3_2149	10740001	10750000	141	152	293	45	47	51
Chr3_2150	10745001	10755000	174	177	351	59	62	63
Chr3_2151	10750001	10760000	59	64	123	26	29	30
Chr3_2152	10755001	10765000	36	37	73	15	16	17
Chr3_2153	10760001	10770000	57	64	121	26	25	26
Chr3_2154	10765001	10775000	58	75	133	26	27	30
Chr3_2155	10770001	10780000	54	64	118	17	20	22
Chr3_2156	10775001	10785000	75	61	136	23	21	25
Chr3_2157	10780001	10790000	66	56	122	23	20	24
Chr3_2158	10785001	10795000	86	87	173	26	26	26
Chr3_2159	10790001	10800000	214	171	385	63	62	64
Chr3_2160	10795001	10805000	252	191	443	75	71	77
Chr3_2161	10800001	10810000	198	171	369	66	61	67
Chr3_2162	10805001	10815000	222	117	339	87	42	91
Chr3_2163	10810001	10820000	145	46	191	60	16	64
Chr3_2164	10815001	10825000	91	120	211	34	39	40
Chr3_2165	10820001	10830000	174	213	387	70	80	83
Chr3_2166	10825001	10835000	144	171	315	59	66	70
Chr3_2167	10830001	10840000	73	66	139	22	21	27
Chr3_2168	10835001	10845000	82	34	116	24	19	25
Chr3_2169	10840001	10850000	93	49	142	26	25	26
Chr3_2170	10845001	10855000	244	227	471	55	54	55
Chr3_2171	10850001	10860000	231	235	466	56	55	57
Chr3_2172	10855001	10865000	93	98	191	38	36	40
Chr3_2173	10860001	10870000	197	188	385	64	61	66
Chr3_2174	10865001	10875000	220	213	433	71	70	73
Chr3_2175	10870001	10880000	163	185	348	58	59	61
Chr3_2176	10875001	10885000	98	143	241	37	43	44
Chr3_2177	10880001	10890000	104	122	226	42	44	47
Chr3_2178	10885001	10895000	150	131	281	53	51	54
Chr3_2179	10890001	10900000	114	91	205	41	39	43
Chr3_2180	10895001	10905000	110	84	194	52	43	56
Chr3_2181	10900001	10910000	131	137	268	55	48	58
Chr3_2182	10905001	10915000	94	113	207	30	29	32
Chr3_2183	10910001	10920000	45	38	83	16	15	18
Chr3_2184	10915001	10925000	35	15	50	12	10	13
Chr3_2185	10920001	10930000	30	18	48	12	11	13
Chr3_2186	10925001	10935000	65	37	102	18	16	18
Chr3_2187	10930001	10940000	131	33	164	21	13	21
Chr3_2188	10935001	10945000	102	21	123	16	9	17
Chr3_2189	10940001	10950000	50	53	103	17	18	20
Chr3_2190	10945001	10955000	142	118	260	45	44	49
Chr3_2191	10950001	10960000	187	129	316	65	58	69
Chr3_2192	10955001	10965000	118	98	216	49	42	51
Chr3_2193	10960001	10970000	97	88	185	39	34	41
Chr3_2194	10965001	10975000	131	108	239	47	47	51
Chr3_2195	10970001	10980000	163	120	283	52	52	57
Chr3_2196	10975001	10985000	191	135	326	49	45	52
Chr3_2197	10980001	10990000	152	119	271	35	32	35
Chr3_2198	10985001	10995000	126	81	207	32	30	32
Chr3_2199	10990001	11000000	217	182	399	60	57	60
Chr3_2200	10995001	11005000	173	143	316	47	43	47
Chr3_2201	11000001	11010000	108	74	182	32	33	37
Chr3_2202	11005001	11015000	81	89	170	28	31	33
Chr3_2203	11010001	11020000	23	26	49	7	6	7
Chr3_2204	11015001	11025000	108	115	223	35	32	36
Chr3_2205	11020001	11030000	171	161	332	55	51	56
Chr3_2206	11025001	11035000	191	138	329	53	45	53
Chr3_2207	11030001	11040000	193	207	400	54	52	58
Chr3_2208	11035001	11045000	170	190	360	48	49	52
Chr3_2209	11040001	11050000	170	178	348	54	53	61
Chr3_2210	11045001	11055000	202	229	431	66	64	75
Chr3_2211	11050001	11060000	128	123	251	37	33	39
Chr3_2212	11055001	11065000	23	23	46	8	7	8
Chr3_2213	11060001	11070000	26	25	51	10	9	10
Chr3_2214	11065001	11075000	89	166	255	39	43	43
Chr3_2215	11070001	11080000	152	231	383	54	58	58
Chr3_2216	11075001	11085000	82	92	174	26	26	27
Chr3_2217	11080001	11090000	28	32	60	13	11	14
Chr3_2218	11085001	11095000	19	14	33	8	5	8
Chr3_2219	11090001	11100000	51	52	103	16	16	21
Chr3_2220	11095001	11105000	110	109	219	40	39	45
Chr3_2221	11100001	11110000	158	191	349	55	57	60
Chr3_2222	11105001	11115000	175	234	409	52	54	57
Chr3_2223	11110001	11120000	180	230	410	69	66	72
Chr3_2224	11115001	11125000	164	154	318	58	56	63
Chr3_2225	11120001	11130000	91	61	152	19	18	21
Chr3_2226	11125001	11135000	77	61	138	19	18	19
Chr3_2227	11130001	11140000	133	72	205	34	33	35
Chr3_2228	11135001	11145000	162	111	273	48	48	51
Chr3_2229	11140001	11150000	183	139	322	60	56	62
Chr3_2230	11145001	11155000	143	130	273	47	42	47
Chr3_2231	11150001	11160000	102	138	240	42	36	42
Chr3_2232	11155001	11165000	179	189	368	55	51	56
Chr3_2233	11160001	11170000	150	130	280	34	36	36
Chr3_2234	11165001	11175000	59	67	126	19	20	21
Chr3_2235	11170001	11180000	69	91	160	33	29	35
Chr3_2236	11175001	11185000	75	73	148	33	29	35
Chr3_2237	11180001	11190000	76	94	170	28	28	29
Chr3_2238	11185001	11195000	56	71	127	18	17	18
Chr3_2239	11190001	11200000	135	102	237	31	30	31
Chr3_2240	11195001	11205000	390	224	614	64	62	64
Chr3_2241	11200001	11210000	332	200	532	54	52	54
Chr3_2242	11205001	11215000	175	123	298	43	39	43
Chr3_2243	11210001	11220000	131	72	203	32	27	32
Chr3_2244	11215001	11225000	208	136	344	30	29	32
Chr3_2245	11220001	11230000	205	147	352	30	30	33
Chr3_2246	11225001	11235000	118	48	166	32	15	34
Chr3_2247	11230001	11240000	127	53	180	33	16	35
Chr3_2248	11235001	11245000	89	148	237	24	28	30
Chr3_2249	11240001	11250000	110	182	292	38	35	43
Chr3_2250	11245001	11255000	95	108	203	41	34	41
Chr3_2251	11250001	11260000	81	58	139	27	26	27
Chr3_2252	11255001	11265000	104	132	236	39	40	43
Chr3_2253	11260001	11270000	139	204	343	61	66	69
Chr3_2254	11265001	11275000	153	165	318	56	61	62
Chr3_2255	11270001	11280000	163	166	329	53	55	57
Chr3_2256	11275001	11285000	574	308	882	135	87	139
Chr3_2257	11280001	11290000	678	284	962	133	81	136
Chr3_2258	11285001	11295000	267	159	426	44	40	45
Chr3_2259	11290001	11300000	160	195	355	46	46	51
Chr3_2260	11295001	11305000	222	260	482	79	75	84
Chr3_2261	11300001	11310000	297	310	607	85	82	87
Chr3_2262	11305001	11315000	281	267	548	77	74	82
Chr3_2263	11310001	11320000	171	153	324	56	50	59
Chr3_2264	11315001	11325000	155	163	318	64	53	64
Chr3_2265	11320001	11330000	345	209	554	98	82	103
Chr3_2266	11325001	11335000	466	231	697	117	111	128
Chr3_2267	11330001	11340000	255	171	426	79	80	85
Chr3_2268	11335001	11345000	175	181	356	50	49	50
Chr3_2269	11340001	11350000	281	228	509	75	73	77
Chr3_2270	11345001	11355000	293	276	569	91	91	97
Chr3_2271	11350001	11360000	267	318	585	89	91	94
Chr3_2272	11355001	11365000	156	179	335	49	49	50
Chr3_2273	11360001	11370000	158	185	343	49	48	50
Chr3_2274	11365001	11375000	199	218	417	60	60	61
Chr3_2275	11370001	11380000	119	134	253	38	40	40
Chr3_2276	11375001	11385000	34	57	91	16	18	19
Chr3_2277	11380001	11390000	72	85	157	23	25	26
Chr3_2278	11385001	11395000	76	86	162	26	26	28
Chr3_2279	11390001	11400000	29	36	65	14	15	17
Chr3_2280	11395001	11405000	176	172	348	41	45	45
Chr3_2281	11400001	11410000	334	327	661	75	74	76
Chr3_2282	11405001	11415000	320	327	647	86	84	88
Chr3_2283	11410001	11420000	171	190	361	57	55	59
Chr3_2284	11415001	11425000	41	58	99	15	14	16
Chr3_2285	11420001	11430000	72	89	161	28	29	32
Chr3_2286	11425001	11435000	273	242	515	64	67	73
Chr3_2287	11430001	11440000	258	207	465	49	52	55
Chr3_2288	11435001	11445000	145	126	271	35	35	36
Chr3_2289	11440001	11450000	139	132	271	36	38	42
Chr3_2290	11445001	11455000	232	107	339	49	31	56
Chr3_2291	11450001	11460000	319	155	474	68	46	71
Chr3_2292	11455001	11465000	184	155	339	49	47	50
Chr3_2293	11460001	11470000	127	133	260	46	41	46
Chr3_2294	11465001	11475000	198	195	393	69	60	73
Chr3_2295	11470001	11480000	361	388	749	116	114	123
Chr3_2296	11475001	11485000	299	331	630	101	94	106
Chr3_2297	11480001	11490000	204	169	373	71	61	74
Chr3_2298	11485001	11495000	343	231	574	79	79	85
Chr3_2299	11490001	11500000	365	293	658	82	83	88
Chr3_2300	11495001	11505000	293	312	605	76	78	79
Chr3_2301	11500001	11510000	672	665	1337	130	134	138
Chr3_2302	11505001	11515000	620	559	1179	132	126	138
Chr3_2303	11510001	11520000	213	200	413	82	71	83
Chr3_2304	11515001	11525000	182	219	401	69	65	70
Chr3_2305	11520001	11530000	269	235	504	76	70	78
Chr3_2306	11525001	11535000	345	267	612	99	93	106
Chr3_2307	11530001	11540000	170	128	298	54	52	62
Chr3_2308	11535001	11545000	85	52	137	24	21	27
Chr3_2309	11540001	11550000	142	131	273	37	36	38
Chr3_2310	11545001	11555000	229	237	466	60	64	65
Chr3_2311	11550001	11560000	212	220	432	65	66	71
Chr3_2312	11555001	11565000	102	112	214	36	34	38
Chr3_2313	11560001	11570000	103	65	168	25	25	25
Chr3_2314	11565001	11575000	248	204	452	65	66	68
Chr3_2315	11570001	11580000	260	268	528	77	78	82
Chr3_2316	11575001	11585000	238	237	475	74	72	79
Chr3_2317	11580001	11590000	184	192	376	60	57	66
Chr3_2318	11585001	11595000	69	90	159	26	23	29
Chr3_2319	11590001	11600000	39	42	81	13	15	18
Chr3_2320	11595001	11605000	32	30	62	13	14	18
Chr3_2321	11600001	11610000	343	291	634	89	84	89
Chr3_2322	11605001	11615000	620	592	1212	156	154	159
Chr3_2323	11610001	11620000	568	630	1198	150	157	162
Chr3_2324	11615001	11625000	789	720	1509	200	205	218
Chr3_2325	11620001	11630000	531	412	943	130	128	139
Chr3_2326	11625001	11635000	35	22	57	8	8	8
Chr3_2327	11630001	11640000	31	20	51	6	6	6
Chr3_2328	11635001	11645000	0	0	0	0	0	0
Chr3_2329	11640001	11650000	107	68	175	37	31	38
Chr3_2330	11645001	11655000	137	87	224	46	38	47
Chr3_2331	11650001	11660000	79	51	130	26	20	27
Chr3_2332	11655001	11665000	135	107	242	39	35	43
Chr3_2333	11660001	11670000	86	75	161	22	22	25
Chr3_2334	11665001	11675000	79	121	200	29	40	40
Chr3_2335	11670001	11680000	195	124	319	50	41	61
Chr3_2336	11675001	11685000	226	3	229	69	1	69
Chr3_2337	11680001	11690000	143	0	143	55	0	55
Chr3_2338	11685001	11695000	169	56	225	65	23	75
Chr3_2339	11690001	11700000	292	112	404	97	44	114
Chr3_2340	11695001	11705000	848	157	1005	155	50	163
Chr3_2341	11700001	11710000	736	180	916	130	41	133
Chr3_2342	11705001	11715000	116	164	280	36	31	38
Chr3_2343	11710001	11720000	110	122	232	40	36	42
Chr3_2344	11715001	11725000	94	105	199	38	37	41
Chr3_2345	11720001	11730000	145	147	292	47	45	48
Chr3_2346	11725001	11735000	600	466	1066	130	126	132
Chr3_2347	11730001	11740000	702	572	1274	162	158	165
Chr3_2348	11735001	11745000	221	215	436	68	65	69
Chr3_2349	11740001	11750000	67	74	141	24	24	29
Chr3_2350	11745001	11755000	77	81	158	28	31	36
Chr3_2351	11750001	11760000	105	119	224	38	41	43
Chr3_2352	11755001	11765000	78	91	169	30	31	32
Chr3_2353	11760001	11770000	167	229	396	55	61	64
Chr3_2354	11765001	11775000	169	282	451	57	64	69
Chr3_2355	11770001	11780000	152	172	324	37	37	41
Chr3_2356	11775001	11785000	460	422	882	117	107	120
Chr3_2357	11780001	11790000	378	362	740	111	100	116
Chr3_2358	11785001	11795000	100	103	203	41	37	44
Chr3_2359	11790001	11800000	92	86	178	32	29	33
Chr3_2360	11795001	11805000	77	48	125	23	22	24
Chr3_2361	11800001	11810000	33	33	66	10	14	14
Chr3_2362	11805001	11815000	52	49	101	14	17	18
Chr3_2363	11810001	11820000	123	118	241	35	38	39
Chr3_2364	11815001	11825000	169	183	352	46	46	50
Chr3_2365	11820001	11830000	153	129	282	38	30	38
Chr3_2366	11825001	11835000	146	135	281	48	44	51
Chr3_2367	11830001	11840000	365	249	614	84	78	87
Chr3_2368	11835001	11845000	674	649	1323	164	162	172
Chr3_2369	11840001	11850000	529	704	1233	145	151	155
Chr3_2370	11845001	11855000	405	483	888	103	101	105
Chr3_2371	11850001	11860000	613	612	1225	177	174	186
Chr3_2372	11855001	11865000	384	362	746	120	119	130
Chr3_2373	11860001	11870000	289	375	664	89	86	96
Chr3_2374	11865001	11875000	487	556	1043	168	168	184
Chr3_2375	11870001	11880000	379	388	767	140	141	153
Chr3_2376	11875001	11885000	297	361	658	116	127	132
Chr3_2377	11880001	11890000	360	322	682	130	139	148
Chr3_2378	11885001	11895000	472	513	985	140	145	153
Chr3_2379	11890001	11900000	498	543	1041	139	144	150
Chr3_2380	11895001	11905000	470	431	901	128	132	138
Chr3_2381	11900001	11910000	327	346	673	90	94	97
Chr3_2382	11905001	11915000	128	127	255	33	29	33
Chr3_2383	11910001	11920000	152	136	288	32	31	33
Chr3_2384	11915001	11925000	133	122	255	29	33	33
Chr3_2385	11920001	11930000	26	31	57	8	11	11
Chr3_2386	11925001	11935000	10	0	10	3	0	3
Chr3_2387	11930001	11940000	18	40	58	9	11	14
Chr3_2388	11935001	11945000	8	40	48	6	11	11
Chr3_2389	11940001	11950000	247	165	412	53	53	53
Chr3_2390	11945001	11955000	266	199	465	63	65	65
Chr3_2391	11950001	11960000	180	195	375	45	46	48
Chr3_2392	11955001	11965000	187	203	390	46	46	50
Chr3_2393	11960001	11970000	58	76	134	20	22	25
Chr3_2394	11965001	11975000	76	49	125	24	19	26
Chr3_2395	11970001	11980000	225	163	388	61	52	62
Chr3_2396	11975001	11985000	272	260	532	74	73	77
Chr3_2397	11980001	11990000	91	112	203	28	30	30
Chr3_2398	11985001	11995000	0	0	0	0	0	0
Chr3_2399	11990001	12000000	93	74	167	30	30	39
Chr3_2400	11995001	12005000	165	134	299	48	50	60
Chr3_2401	12000001	12010000	164	161	325	47	49	51
Chr3_2402	12005001	12015000	196	199	395	62	64	68
Chr3_2403	12010001	12020000	194	198	392	57	63	67
Chr3_2404	12015001	12025000	213	225	438	66	71	74
Chr3_2405	12020001	12030000	348	252	600	94	92	105
Chr3_2406	12025001	12035000	308	208	516	83	78	91
Chr3_2407	12030001	12040000	117	94	211	44	36	44
Chr3_2408	12035001	12045000	223	154	377	72	63	76
Chr3_2409	12040001	12050000	262	238	500	93	91	103
Chr3_2410	12045001	12055000	238	222	460	80	74	87
Chr3_2411	12050001	12060000	232	207	439	69	63	72
Chr3_2412	12055001	12065000	119	135	254	42	43	46
Chr3_2413	12060001	12070000	152	133	285	56	47	58
Chr3_2414	12065001	12075000	542	393	935	126	118	131
Chr3_2415	12070001	12080000	736	545	1281	159	152	165
Chr3_2416	12075001	12085000	301	235	536	73	64	74
Chr3_2417	12080001	12090000	7	3	10	3	2	3
Chr3_2418	12085001	12095000	113	64	177	28	25	28
Chr3_2419	12090001	12100000	1077	737	1814	167	160	168
Chr3_2420	12095001	12105000	1247	902	2149	205	197	210
Chr3_2421	12100001	12110000	404	358	762	101	96	106
Chr3_2422	12105001	12115000	319	342	661	87	89	92
Chr3_2423	12110001	12120000	321	308	629	84	86	88
Chr3_2424	12115001	12125000	249	192	441	64	65	67
Chr3_2425	12120001	12130000	236	215	451	61	68	70
Chr3_2426	12125001	12135000	224	275	499	68	73	76
Chr3_2427	12130001	12140000	154	191	345	56	56	58
Chr3_2428	12135001	12145000	84	110	194	37	36	38
Chr3_2429	12140001	12150000	139	155	294	47	46	49
Chr3_2430	12145001	12155000	213	218	431	60	58	61
Chr3_2431	12150001	12160000	241	259	500	69	68	72
Chr3_2432	12155001	12165000	254	262	516	82	86	90
Chr3_2433	12160001	12170000	155	183	338	56	60	62
Chr3_2434	12165001	12175000	126	140	266	42	44	45
Chr3_2435	12170001	12180000	187	185	372	64	62	66
Chr3_2436	12175001	12185000	231	246	477	72	65	74
Chr3_2437	12180001	12190000	256	263	519	78	72	81
Chr3_2438	12185001	12195000	180	200	380	67	73	84
Chr3_2439	12190001	12200000	154	196	350	60	73	82
Chr3_2440	12195001	12205000	213	159	372	63	65	72
Chr3_2441	12200001	12210000	192	113	305	56	50	59
Chr3_2442	12205001	12215000	82	59	141	27	24	28
Chr3_2443	12210001	12220000	94	29	123	17	11	18
Chr3_2444	12215001	12225000	85	25	110	16	10	16
Chr3_2445	12220001	12230000	28	9	37	5	5	6
Chr3_2446	12225001	12235000	78	51	129	22	19	23
Chr3_2447	12230001	12240000	94	95	189	30	28	32
Chr3_2448	12235001	12245000	112	106	218	27	29	31
Chr3_2449	12240001	12250000	352	109	461	37	31	39
Chr3_2450	12245001	12255000	327	78	405	34	25	34
Chr3_2451	12250001	12260000	119	103	222	40	39	42
Chr3_2452	12255001	12265000	155	178	333	52	52	54
Chr3_2453	12260001	12270000	113	131	244	37	34	37
Chr3_2454	12265001	12275000	123	114	237	41	34	42
Chr3_2455	12270001	12280000	146	126	272	42	37	45
Chr3_2456	12275001	12285000	129	131	260	46	46	48
Chr3_2457	12280001	12290000	139	158	297	55	57	58
Chr3_2458	12285001	12295000	118	194	312	60	69	71
Chr3_2459	12290001	12300000	172	185	357	67	70	75
Chr3_2460	12295001	12305000	238	189	427	67	63	67
Chr3_2461	12300001	12310000	204	180	384	58	59	59
Chr3_2462	12305001	12315000	177	122	299	43	41	46
Chr3_2463	12310001	12320000	231	168	399	55	51	59
Chr3_2464	12315001	12325000	167	135	302	43	43	46
Chr3_2465	12320001	12330000	201	144	345	49	45	51
Chr3_2466	12325001	12335000	303	243	546	80	72	83
Chr3_2467	12330001	12340000	227	221	448	68	65	72
Chr3_2468	12335001	12345000	174	159	333	54	50	57
Chr3_2469	12340001	12350000	159	162	321	55	52	57
Chr3_2470	12345001	12355000	137	147	284	45	45	47
Chr3_2471	12350001	12360000	157	177	334	46	45	48
Chr3_2472	12355001	12365000	343	283	626	82	82	85
Chr3_2473	12360001	12370000	553	353	906	117	117	121
Chr3_2474	12365001	12375000	510	438	948	134	140	144
Chr3_2475	12370001	12380000	206	249	455	71	77	79
Chr3_2476	12375001	12385000	187	162	349	48	51	53
Chr3_2477	12380001	12390000	484	290	774	136	100	147
Chr3_2478	12385001	12395000	687	307	994	180	114	188
Chr3_2479	12390001	12400000	759	440	1199	163	131	165
Chr3_2480	12395001	12405000	599	436	1035	137	125	138
Chr3_2481	12400001	12410000	469	412	881	143	143	160
Chr3_2482	12405001	12415000	710	509	1219	148	148	165
Chr3_2483	12410001	12420000	881	636	1517	169	157	171
Chr3_2484	12415001	12425000	804	728	1532	190	193	211
Chr3_2485	12420001	12430000	675	697	1372	180	195	212
Chr3_2486	12425001	12435000	390	421	811	121	131	136
Chr3_2487	12430001	12440000	138	120	258	43	46	46
